StartSecond,EndSecond,ScientificName,Species,Probability,File,birdcode
28,31,Empidonax difficilis,Pacific-slope Flycatcher,0.3325,s2llg006_170422_2017-04-24_09-30.wav,PSFL
29,32,Vireo gilvus,Warbling Vireo,0.1924,s2llg006_170422_2017-04-24_09-30.wav,WAVI
3,6,Vireo gilvus,Warbling Vireo,0.2637,s2llg006_170422_2017-04-24_09-30.wav,WAVI
30,33,Vireo gilvus,Warbling Vireo,0.2406,s2llg006_170422_2017-04-24_09-30.wav,WAVI
31,34,Vireo gilvus,Warbling Vireo,0.5,s2llg006_170422_2017-04-24_09-30.wav,WAVI
32,35,Vireo gilvus,Warbling Vireo,0.5708,s2llg006_170422_2017-04-24_09-30.wav,WAVI
33,36,Vireo gilvus,Warbling Vireo,0.2246,s2llg006_170422_2017-04-24_09-30.wav,WAVI
34,37,Vireo gilvus,Warbling Vireo,0.1492,s2llg006_170422_2017-04-24_09-30.wav,WAVI
36,39,Vireo gilvus,Warbling Vireo,0.1152,s2llg006_170422_2017-04-24_09-30.wav,WAVI
38,41,Vireo gilvus,Warbling Vireo,0.2868,s2llg006_170422_2017-04-24_09-30.wav,WAVI
39,42,Vireo gilvus,Warbling Vireo,0.2605,s2llg006_170422_2017-04-24_09-30.wav,WAVI
4,7,Vireo gilvus,Warbling Vireo,0.1848,s2llg006_170422_2017-04-24_09-30.wav,WAVI
40,43,Vireo gilvus,Warbling Vireo,0.1791,s2llg006_170422_2017-04-24_09-30.wav,WAVI
41,44,Vireo gilvus,Warbling Vireo,0.2387,s2llg006_170422_2017-04-24_09-30.wav,WAVI
42,45,Vireo gilvus,Warbling Vireo,0.1297,s2llg006_170422_2017-04-24_09-30.wav,WAVI
43,46,Vireo gilvus,Warbling Vireo,0.2915,s2llg006_170422_2017-04-24_09-30.wav,WAVI
44,47,Vireo gilvus,Warbling Vireo,0.414,s2llg006_170422_2017-04-24_09-30.wav,WAVI
45,48,Vireo gilvus,Warbling Vireo,0.6188,s2llg006_170422_2017-04-24_09-30.wav,WAVI
46,49,Vireo gilvus,Warbling Vireo,0.6623,s2llg006_170422_2017-04-24_09-30.wav,WAVI
47,50,Vireo gilvus,Warbling Vireo,0.6701,s2llg006_170422_2017-04-24_09-30.wav,WAVI
48,51,Vireo gilvus,Warbling Vireo,0.5494,s2llg006_170422_2017-04-24_09-30.wav,WAVI
49,52,Vireo gilvus,Warbling Vireo,0.5384,s2llg006_170422_2017-04-24_09-30.wav,WAVI
5,8,Vireo gilvus,Warbling Vireo,0.6638,s2llg006_170422_2017-04-24_09-30.wav,WAVI
50,53,Vireo gilvus,Warbling Vireo,0.5957,s2llg006_170422_2017-04-24_09-30.wav,WAVI
51,54,Vireo gilvus,Warbling Vireo,0.6767,s2llg006_170422_2017-04-24_09-30.wav,WAVI
52,55,Vireo gilvus,Warbling Vireo,0.3741,s2llg006_170422_2017-04-24_09-30.wav,WAVI
53,56,Vireo gilvus,Warbling Vireo,0.2491,s2llg006_170422_2017-04-24_09-30.wav,WAVI
56,59,Vireo gilvus,Warbling Vireo,0.1496,s2llg006_170422_2017-04-24_09-30.wav,WAVI
6,9,Vireo gilvus,Warbling Vireo,0.3964,s2llg006_170422_2017-04-24_09-30.wav,WAVI
7,10,Vireo gilvus,Warbling Vireo,0.3995,s2llg006_170422_2017-04-24_09-30.wav,WAVI
8,11,Vireo gilvus,Warbling Vireo,0.6643,s2llg006_170422_2017-04-24_09-30.wav,WAVI
9,12,Vireo gilvus,Warbling Vireo,0.3573,s2llg006_170422_2017-04-24_09-30.wav,WAVI
15,18,Junco hyemalis,Dark-eyed Junco,0.138,s2llg006_170430_2017-05-02_06-10.wav,DEJU
19,22,Junco hyemalis,Dark-eyed Junco,0.1832,s2llg006_170430_2017-05-02_06-10.wav,DEJU
3,6,Salpinctes obsoletus,Rock Wren,0.1034,s2llg006_170430_2017-05-02_06-10.wav,NA
34,37,Junco hyemalis,Dark-eyed Junco,0.1319,s2llg006_170430_2017-05-02_06-10.wav,DEJU
35,38,Junco hyemalis,Dark-eyed Junco,0.1067,s2llg006_170430_2017-05-02_06-10.wav,DEJU
36,39,Baeolophus inornatus,Oak Titmouse,0.3156,s2llg006_170430_2017-05-02_06-10.wav,OATI
37,40,Baeolophus inornatus,Oak Titmouse,0.4965,s2llg006_170430_2017-05-02_06-10.wav,OATI
39,42,Junco hyemalis,Dark-eyed Junco,0.1662,s2llg006_170430_2017-05-02_06-10.wav,DEJU
40,43,Junco hyemalis,Dark-eyed Junco,0.3838,s2llg006_170430_2017-05-02_06-10.wav,DEJU
41,44,Junco hyemalis,Dark-eyed Junco,0.4737,s2llg006_170430_2017-05-02_06-10.wav,DEJU
42,45,Junco hyemalis,Dark-eyed Junco,0.1124,s2llg006_170430_2017-05-02_06-10.wav,DEJU
45,48,Junco hyemalis,Dark-eyed Junco,0.2023,s2llg006_170430_2017-05-02_06-10.wav,DEJU
46,49,Junco hyemalis,Dark-eyed Junco,0.2406,s2llg006_170430_2017-05-02_06-10.wav,DEJU
47,50,Junco hyemalis,Dark-eyed Junco,0.3311,s2llg006_170430_2017-05-02_06-10.wav,DEJU
52,55,Junco hyemalis,Dark-eyed Junco,0.2228,s2llg006_170430_2017-05-02_06-10.wav,DEJU
53,56,Junco hyemalis,Dark-eyed Junco,0.2803,s2llg006_170430_2017-05-02_06-10.wav,DEJU
54,57,Junco hyemalis,Dark-eyed Junco,0.1964,s2llg006_170430_2017-05-02_06-10.wav,DEJU
8,11,Sialia mexicana,Western Bluebird,0.16,s2llg006_170430_2017-05-02_06-10.wav,NA
9,12,Salpinctes obsoletus,Rock Wren,0.1018,s2llg006_170430_2017-05-02_06-10.wav,NA
1,4,Junco hyemalis,Dark-eyed Junco,0.1937,s2llg006_170430_2017-05-02_06-20.wav,DEJU
10,13,Junco hyemalis,Dark-eyed Junco,0.2757,s2llg006_170430_2017-05-02_06-20.wav,DEJU
11,14,Junco hyemalis,Dark-eyed Junco,0.2949,s2llg006_170430_2017-05-02_06-20.wav,DEJU
13,16,Meleagris gallopavo,Wild Turkey,0.9986,s2llg006_170430_2017-05-02_06-20.wav,WITU
14,17,Meleagris gallopavo,Wild Turkey,0.9943,s2llg006_170430_2017-05-02_06-20.wav,WITU
15,18,Meleagris gallopavo,Wild Turkey,0.9922,s2llg006_170430_2017-05-02_06-20.wav,WITU
2,5,Junco hyemalis,Dark-eyed Junco,0.1304,s2llg006_170430_2017-05-02_06-20.wav,DEJU
26,29,Meleagris gallopavo,Wild Turkey,0.9309,s2llg006_170430_2017-05-02_06-20.wav,WITU
27,30,Meleagris gallopavo,Wild Turkey,0.9957,s2llg006_170430_2017-05-02_06-20.wav,WITU
28,31,Meleagris gallopavo,Wild Turkey,0.9606,s2llg006_170430_2017-05-02_06-20.wav,WITU
29,32,Meleagris gallopavo,Wild Turkey,0.284,s2llg006_170430_2017-05-02_06-20.wav,WITU
3,6,Meleagris gallopavo,Wild Turkey,0.9414,s2llg006_170430_2017-05-02_06-20.wav,WITU
35,38,Meleagris gallopavo,Wild Turkey,0.9843,s2llg006_170430_2017-05-02_06-20.wav,WITU
36,39,Meleagris gallopavo,Wild Turkey,0.9848,s2llg006_170430_2017-05-02_06-20.wav,WITU
37,40,Meleagris gallopavo,Wild Turkey,0.9908,s2llg006_170430_2017-05-02_06-20.wav,WITU
38,41,Junco hyemalis,Dark-eyed Junco,0.1686,s2llg006_170430_2017-05-02_06-20.wav,DEJU
4,7,Meleagris gallopavo,Wild Turkey,0.8552,s2llg006_170430_2017-05-02_06-20.wav,WITU
44,47,Meleagris gallopavo,Wild Turkey,0.8794,s2llg006_170430_2017-05-02_06-20.wav,WITU
45,48,Meleagris gallopavo,Wild Turkey,0.3729,s2llg006_170430_2017-05-02_06-20.wav,WITU
46,49,Meleagris gallopavo,Wild Turkey,0.9744,s2llg006_170430_2017-05-02_06-20.wav,WITU
47,50,Meleagris gallopavo,Wild Turkey,0.3458,s2llg006_170430_2017-05-02_06-20.wav,WITU
48,51,Meleagris gallopavo,Wild Turkey,0.4744,s2llg006_170430_2017-05-02_06-20.wav,WITU
5,8,Meleagris gallopavo,Wild Turkey,0.9617,s2llg006_170430_2017-05-02_06-20.wav,WITU
50,53,Junco hyemalis,Dark-eyed Junco,0.2206,s2llg006_170430_2017-05-02_06-20.wav,DEJU
51,54,Junco hyemalis,Dark-eyed Junco,0.1269,s2llg006_170430_2017-05-02_06-20.wav,DEJU
54,57,Meleagris gallopavo,Wild Turkey,0.975,s2llg006_170430_2017-05-02_06-20.wav,WITU
55,58,Meleagris gallopavo,Wild Turkey,0.9963,s2llg006_170430_2017-05-02_06-20.wav,WITU
56,59,Meleagris gallopavo,Wild Turkey,0.9952,s2llg006_170430_2017-05-02_06-20.wav,WITU
57,60,Pipilo maculatus,Spotted Towhee,0.1401,s2llg006_170430_2017-05-02_06-20.wav,SPTO
9,12,Junco hyemalis,Dark-eyed Junco,0.1082,s2llg006_170430_2017-05-02_06-20.wav,DEJU
0,3,Empidonax difficilis,Pacific-slope Flycatcher,0.2765,s2llg006_170430_2017-05-02_11-20.wav,PSFL
1,4,Empidonax difficilis,Pacific-slope Flycatcher,0.195,s2llg006_170430_2017-05-02_11-20.wav,PSFL
10,13,Empidonax difficilis,Pacific-slope Flycatcher,0.5163,s2llg006_170430_2017-05-02_11-20.wav,PSFL
11,14,Empidonax difficilis,Pacific-slope Flycatcher,0.5472,s2llg006_170430_2017-05-02_11-20.wav,PSFL
12,15,Empidonax difficilis,Pacific-slope Flycatcher,0.3569,s2llg006_170430_2017-05-02_11-20.wav,PSFL
13,16,Empidonax difficilis,Pacific-slope Flycatcher,0.596,s2llg006_170430_2017-05-02_11-20.wav,PSFL
14,17,Empidonax difficilis,Pacific-slope Flycatcher,0.5725,s2llg006_170430_2017-05-02_11-20.wav,PSFL
15,18,Empidonax difficilis,Pacific-slope Flycatcher,0.4087,s2llg006_170430_2017-05-02_11-20.wav,PSFL
16,19,Empidonax difficilis,Pacific-slope Flycatcher,0.3357,s2llg006_170430_2017-05-02_11-20.wav,PSFL
17,20,Empidonax difficilis,Pacific-slope Flycatcher,0.6114,s2llg006_170430_2017-05-02_11-20.wav,PSFL
18,21,Empidonax difficilis,Pacific-slope Flycatcher,0.6952,s2llg006_170430_2017-05-02_11-20.wav,PSFL
19,22,Empidonax difficilis,Pacific-slope Flycatcher,0.3984,s2llg006_170430_2017-05-02_11-20.wav,PSFL
2,5,Empidonax difficilis,Pacific-slope Flycatcher,0.208,s2llg006_170430_2017-05-02_11-20.wav,PSFL
20,23,Empidonax difficilis,Pacific-slope Flycatcher,0.6172,s2llg006_170430_2017-05-02_11-20.wav,PSFL
22,25,Empidonax difficilis,Pacific-slope Flycatcher,0.1147,s2llg006_170430_2017-05-02_11-20.wav,PSFL
24,27,Empidonax difficilis,Pacific-slope Flycatcher,0.492,s2llg006_170430_2017-05-02_11-20.wav,PSFL
25,28,Empidonax difficilis,Pacific-slope Flycatcher,0.2172,s2llg006_170430_2017-05-02_11-20.wav,PSFL
29,32,Empidonax difficilis,Pacific-slope Flycatcher,0.2175,s2llg006_170430_2017-05-02_11-20.wav,PSFL
3,6,Empidonax difficilis,Pacific-slope Flycatcher,0.3166,s2llg006_170430_2017-05-02_11-20.wav,PSFL
37,40,Empidonax difficilis,Pacific-slope Flycatcher,0.1824,s2llg006_170430_2017-05-02_11-20.wav,PSFL
38,41,Empidonax difficilis,Pacific-slope Flycatcher,0.2855,s2llg006_170430_2017-05-02_11-20.wav,PSFL
39,42,Empidonax difficilis,Pacific-slope Flycatcher,0.5759,s2llg006_170430_2017-05-02_11-20.wav,PSFL
4,7,Empidonax difficilis,Pacific-slope Flycatcher,0.6883,s2llg006_170430_2017-05-02_11-20.wav,PSFL
40,43,Empidonax difficilis,Pacific-slope Flycatcher,0.4231,s2llg006_170430_2017-05-02_11-20.wav,PSFL
41,44,Empidonax difficilis,Pacific-slope Flycatcher,0.458,s2llg006_170430_2017-05-02_11-20.wav,PSFL
5,8,Empidonax difficilis,Pacific-slope Flycatcher,0.4318,s2llg006_170430_2017-05-02_11-20.wav,PSFL
6,9,Empidonax difficilis,Pacific-slope Flycatcher,0.491,s2llg006_170430_2017-05-02_11-20.wav,PSFL
7,10,Empidonax difficilis,Pacific-slope Flycatcher,0.208,s2llg006_170430_2017-05-02_11-20.wav,PSFL
9,12,Empidonax difficilis,Pacific-slope Flycatcher,0.2355,s2llg006_170430_2017-05-02_11-20.wav,PSFL
16,19,Junco hyemalis,Dark-eyed Junco,0.3178,s2llg006_170527_2017-05-30_09-10.wav,DEJU
17,20,Junco hyemalis,Dark-eyed Junco,0.3748,s2llg006_170527_2017-05-30_09-10.wav,DEJU
18,21,Junco hyemalis,Dark-eyed Junco,0.3226,s2llg006_170527_2017-05-30_09-10.wav,DEJU
19,22,Junco hyemalis,Dark-eyed Junco,0.3184,s2llg006_170527_2017-05-30_09-10.wav,DEJU
20,23,Junco hyemalis,Dark-eyed Junco,0.4323,s2llg006_170527_2017-05-30_09-10.wav,DEJU
21,24,Junco hyemalis,Dark-eyed Junco,0.4396,s2llg006_170527_2017-05-30_09-10.wav,DEJU
23,26,Junco hyemalis,Dark-eyed Junco,0.2278,s2llg006_170527_2017-05-30_09-10.wav,DEJU
24,27,Junco hyemalis,Dark-eyed Junco,0.4455,s2llg006_170527_2017-05-30_09-10.wav,DEJU
25,28,Junco hyemalis,Dark-eyed Junco,0.3045,s2llg006_170527_2017-05-30_09-10.wav,DEJU
26,29,Junco hyemalis,Dark-eyed Junco,0.217,s2llg006_170527_2017-05-30_09-10.wav,DEJU
29,32,Junco hyemalis,Dark-eyed Junco,0.1188,s2llg006_170527_2017-05-30_09-10.wav,DEJU
31,34,Junco hyemalis,Dark-eyed Junco,0.1812,s2llg006_170527_2017-05-30_09-10.wav,DEJU
32,35,Junco hyemalis,Dark-eyed Junco,0.31,s2llg006_170527_2017-05-30_09-10.wav,DEJU
33,36,Junco hyemalis,Dark-eyed Junco,0.2934,s2llg006_170527_2017-05-30_09-10.wav,DEJU
34,37,Junco hyemalis,Dark-eyed Junco,0.3069,s2llg006_170527_2017-05-30_09-10.wav,DEJU
35,38,Junco hyemalis,Dark-eyed Junco,0.3136,s2llg006_170527_2017-05-30_09-10.wav,DEJU
37,40,Junco hyemalis,Dark-eyed Junco,0.2663,s2llg006_170527_2017-05-30_09-10.wav,DEJU
38,41,Junco hyemalis,Dark-eyed Junco,0.2304,s2llg006_170527_2017-05-30_09-10.wav,DEJU
46,49,Junco hyemalis,Dark-eyed Junco,0.2232,s2llg006_170527_2017-05-30_09-10.wav,DEJU
47,50,Junco hyemalis,Dark-eyed Junco,0.237,s2llg006_170527_2017-05-30_09-10.wav,DEJU
48,51,Junco hyemalis,Dark-eyed Junco,0.1287,s2llg006_170527_2017-05-30_09-10.wav,DEJU
49,52,Junco hyemalis,Dark-eyed Junco,0.101,s2llg006_170527_2017-05-30_09-10.wav,DEJU
50,53,Junco hyemalis,Dark-eyed Junco,0.2071,s2llg006_170527_2017-05-30_09-10.wav,DEJU
51,54,Junco hyemalis,Dark-eyed Junco,0.2368,s2llg006_170527_2017-05-30_09-10.wav,DEJU
54,57,Junco hyemalis,Dark-eyed Junco,0.1339,s2llg006_170527_2017-05-30_09-10.wav,DEJU
0,3,Melanerpes formicivorus,Acorn Woodpecker,0.7466,s2llg006_170613_2017-06-14_14-50.wav,ACWO
1,4,Melanerpes formicivorus,Acorn Woodpecker,0.7873,s2llg006_170613_2017-06-14_14-50.wav,ACWO
10,13,Melozone crissalis,California Towhee,0.215,s2llg006_170613_2017-06-14_14-50.wav,CALT
12,15,Melozone crissalis,California Towhee,0.3564,s2llg006_170613_2017-06-14_14-50.wav,CALT
14,17,Melozone crissalis,California Towhee,0.2902,s2llg006_170613_2017-06-14_14-50.wav,CALT
15,18,Melozone crissalis,California Towhee,0.1772,s2llg006_170613_2017-06-14_14-50.wav,CALT
17,20,Melozone crissalis,California Towhee,0.4958,s2llg006_170613_2017-06-14_14-50.wav,CALT
18,21,Melozone crissalis,California Towhee,0.3341,s2llg006_170613_2017-06-14_14-50.wav,CALT
19,22,Melozone crissalis,California Towhee,0.4365,s2llg006_170613_2017-06-14_14-50.wav,CALT
2,5,Melanerpes formicivorus,Acorn Woodpecker,0.4892,s2llg006_170613_2017-06-14_14-50.wav,ACWO
20,23,Melozone crissalis,California Towhee,0.3995,s2llg006_170613_2017-06-14_14-50.wav,CALT
21,24,Melozone crissalis,California Towhee,0.3977,s2llg006_170613_2017-06-14_14-50.wav,CALT
22,25,Melozone crissalis,California Towhee,0.3666,s2llg006_170613_2017-06-14_14-50.wav,CALT
23,26,Melozone crissalis,California Towhee,0.2848,s2llg006_170613_2017-06-14_14-50.wav,CALT
24,27,Melozone crissalis,California Towhee,0.5337,s2llg006_170613_2017-06-14_14-50.wav,CALT
25,28,Melozone crissalis,California Towhee,0.4229,s2llg006_170613_2017-06-14_14-50.wav,CALT
26,29,Patagioenas fasciata,Band-tailed Pigeon,0.3558,s2llg006_170613_2017-06-14_14-50.wav,BTPI
27,30,Melozone crissalis,California Towhee,0.2387,s2llg006_170613_2017-06-14_14-50.wav,CALT
28,31,Melozone crissalis,California Towhee,0.4594,s2llg006_170613_2017-06-14_14-50.wav,CALT
29,32,Melozone crissalis,California Towhee,0.1731,s2llg006_170613_2017-06-14_14-50.wav,CALT
3,6,Melanerpes formicivorus,Acorn Woodpecker,0.1421,s2llg006_170613_2017-06-14_14-50.wav,ACWO
30,33,Melozone crissalis,California Towhee,0.3204,s2llg006_170613_2017-06-14_14-50.wav,CALT
31,34,Melozone crissalis,California Towhee,0.5031,s2llg006_170613_2017-06-14_14-50.wav,CALT
32,35,Melozone crissalis,California Towhee,0.4389,s2llg006_170613_2017-06-14_14-50.wav,CALT
33,36,Melozone crissalis,California Towhee,0.4355,s2llg006_170613_2017-06-14_14-50.wav,CALT
34,37,Melozone crissalis,California Towhee,0.5179,s2llg006_170613_2017-06-14_14-50.wav,CALT
35,38,Melozone crissalis,California Towhee,0.8221,s2llg006_170613_2017-06-14_14-50.wav,CALT
36,39,Melozone crissalis,California Towhee,0.6855,s2llg006_170613_2017-06-14_14-50.wav,CALT
37,40,Melozone crissalis,California Towhee,0.6022,s2llg006_170613_2017-06-14_14-50.wav,CALT
38,41,Melozone crissalis,California Towhee,0.5905,s2llg006_170613_2017-06-14_14-50.wav,CALT
39,42,Melozone crissalis,California Towhee,0.644,s2llg006_170613_2017-06-14_14-50.wav,CALT
40,43,Melozone crissalis,California Towhee,0.6246,s2llg006_170613_2017-06-14_14-50.wav,CALT
41,44,Melozone crissalis,California Towhee,0.6039,s2llg006_170613_2017-06-14_14-50.wav,CALT
42,45,Melozone crissalis,California Towhee,0.1808,s2llg006_170613_2017-06-14_14-50.wav,CALT
43,46,Melozone crissalis,California Towhee,0.2842,s2llg006_170613_2017-06-14_14-50.wav,CALT
44,47,Melozone crissalis,California Towhee,0.1148,s2llg006_170613_2017-06-14_14-50.wav,CALT
45,48,Melozone crissalis,California Towhee,0.1634,s2llg006_170613_2017-06-14_14-50.wav,CALT
46,49,Melozone crissalis,California Towhee,0.2568,s2llg006_170613_2017-06-14_14-50.wav,CALT
47,50,Melozone crissalis,California Towhee,0.5858,s2llg006_170613_2017-06-14_14-50.wav,CALT
48,51,Melozone crissalis,California Towhee,0.5413,s2llg006_170613_2017-06-14_14-50.wav,CALT
49,52,Melozone crissalis,California Towhee,0.593,s2llg006_170613_2017-06-14_14-50.wav,CALT
50,53,Melozone crissalis,California Towhee,0.4161,s2llg006_170613_2017-06-14_14-50.wav,CALT
51,54,Melozone crissalis,California Towhee,0.2588,s2llg006_170613_2017-06-14_14-50.wav,CALT
52,55,Melozone crissalis,California Towhee,0.6029,s2llg006_170613_2017-06-14_14-50.wav,CALT
53,56,Melozone crissalis,California Towhee,0.2681,s2llg006_170613_2017-06-14_14-50.wav,CALT
54,57,Melozone crissalis,California Towhee,0.2721,s2llg006_170613_2017-06-14_14-50.wav,CALT
55,58,Melozone crissalis,California Towhee,0.2763,s2llg006_170613_2017-06-14_14-50.wav,CALT
56,59,Melozone crissalis,California Towhee,0.2926,s2llg006_170613_2017-06-14_14-50.wav,CALT
57,60,Melozone crissalis,California Towhee,0.2811,s2llg006_170613_2017-06-14_14-50.wav,CALT
8,11,Melozone crissalis,California Towhee,0.1838,s2llg006_170613_2017-06-14_14-50.wav,CALT
9,12,Melozone crissalis,California Towhee,0.4067,s2llg006_170613_2017-06-14_14-50.wav,CALT
11,14,Meleagris gallopavo,Wild Turkey,0.3329,s2llg006_170613_2017-06-14_17-30.wav,WITU
12,15,Melanerpes formicivorus,Acorn Woodpecker,0.7668,s2llg006_170613_2017-06-14_17-30.wav,ACWO
13,16,Melanerpes formicivorus,Acorn Woodpecker,0.9655,s2llg006_170613_2017-06-14_17-30.wav,ACWO
14,17,Melanerpes formicivorus,Acorn Woodpecker,0.9625,s2llg006_170613_2017-06-14_17-30.wav,ACWO
15,18,Melanerpes formicivorus,Acorn Woodpecker,0.9817,s2llg006_170613_2017-06-14_17-30.wav,ACWO
16,19,Melanerpes formicivorus,Acorn Woodpecker,0.9613,s2llg006_170613_2017-06-14_17-30.wav,ACWO
17,20,Melanerpes formicivorus,Acorn Woodpecker,0.9615,s2llg006_170613_2017-06-14_17-30.wav,ACWO
18,21,Melanerpes formicivorus,Acorn Woodpecker,0.1015,s2llg006_170613_2017-06-14_17-30.wav,ACWO
19,22,Melanerpes formicivorus,Acorn Woodpecker,0.324,s2llg006_170613_2017-06-14_17-30.wav,ACWO
21,24,Meleagris gallopavo,Wild Turkey,0.1993,s2llg006_170613_2017-06-14_17-30.wav,WITU
23,26,Accipiter gentilis,Northern Goshawk,0.2263,s2llg006_170613_2017-06-14_17-30.wav,NA
3,6,Nucifraga columbiana,Clark's Nutcracker,0.1149,s2llg006_170613_2017-06-14_17-30.wav,NA
42,45,Baeolophus inornatus,Oak Titmouse,0.4665,s2llg006_170613_2017-06-14_17-30.wav,OATI
43,46,Baeolophus inornatus,Oak Titmouse,0.6036,s2llg006_170613_2017-06-14_17-30.wav,OATI
44,47,Baeolophus inornatus,Oak Titmouse,0.272,s2llg006_170613_2017-06-14_17-30.wav,OATI
45,48,Baeolophus inornatus,Oak Titmouse,0.2903,s2llg006_170613_2017-06-14_17-30.wav,OATI
46,49,Dryobates nuttallii,Nuttall's Woodpecker,0.2995,s2llg006_170613_2017-06-14_17-30.wav,NUWO
47,50,Dryobates nuttallii,Nuttall's Woodpecker,0.2177,s2llg006_170613_2017-06-14_17-30.wav,NUWO
48,51,Melozone crissalis,California Towhee,0.3909,s2llg006_170613_2017-06-14_17-30.wav,CALT
49,52,Baeolophus inornatus,Oak Titmouse,0.1707,s2llg006_170613_2017-06-14_17-30.wav,OATI
50,53,Melozone crissalis,California Towhee,0.1682,s2llg006_170613_2017-06-14_17-30.wav,CALT
51,54,Melozone crissalis,California Towhee,0.245,s2llg006_170613_2017-06-14_17-30.wav,CALT
52,55,Melozone crissalis,California Towhee,0.2964,s2llg006_170613_2017-06-14_17-30.wav,CALT
54,57,Baeolophus inornatus,Oak Titmouse,0.1109,s2llg006_170613_2017-06-14_17-30.wav,OATI
55,58,Baeolophus inornatus,Oak Titmouse,0.2959,s2llg006_170613_2017-06-14_17-30.wav,OATI
9,12,Meleagris gallopavo,Wild Turkey,0.6389,s2llg006_170613_2017-06-14_17-30.wav,WITU
17,20,Corvus brachyrhynchos,American Crow,0.1478,s2llg006_180414_2018-04-15_08-10.wav,AMCR
27,30,Corvus brachyrhynchos,American Crow,0.16,s2llg006_180414_2018-04-15_08-10.wav,AMCR
28,31,Corvus brachyrhynchos,American Crow,0.1511,s2llg006_180414_2018-04-15_08-10.wav,AMCR
29,32,Corvus brachyrhynchos,American Crow,0.1667,s2llg006_180414_2018-04-15_08-10.wav,AMCR
3,6,Thryomanes bewickii,Bewick's Wren,0.1262,s2llg006_180414_2018-04-15_08-10.wav,BEWR
30,33,Corvus brachyrhynchos,American Crow,0.2092,s2llg006_180414_2018-04-15_08-10.wav,AMCR
32,35,Haemorhous cassinii,Cassin's Finch,0.1156,s2llg006_180414_2018-04-15_08-10.wav,NA
36,39,Corvus brachyrhynchos,American Crow,0.1056,s2llg006_180414_2018-04-15_08-10.wav,AMCR
38,41,Corvus brachyrhynchos,American Crow,0.2498,s2llg006_180414_2018-04-15_08-10.wav,AMCR
39,42,Oreortyx pictus,Mountain Quail,0.1239,s2llg006_180414_2018-04-15_08-10.wav,MOUQ
47,50,Corvus brachyrhynchos,American Crow,0.1639,s2llg006_180414_2018-04-15_08-10.wav,AMCR
48,51,Corvus brachyrhynchos,American Crow,0.1404,s2llg006_180414_2018-04-15_08-10.wav,AMCR
49,52,Corvus brachyrhynchos,American Crow,0.1528,s2llg006_180414_2018-04-15_08-10.wav,AMCR
50,53,Corvus brachyrhynchos,American Crow,0.1139,s2llg006_180414_2018-04-15_08-10.wav,AMCR
9,12,Corvus brachyrhynchos,American Crow,0.1316,s2llg006_180414_2018-04-15_08-10.wav,AMCR
10,13,Geothlypis trichas,Common Yellowthroat,0.5135,s2llg006_180425_2018-04-26_08-00.wav,COYE
11,14,Geothlypis trichas,Common Yellowthroat,0.2788,s2llg006_180425_2018-04-26_08-00.wav,COYE
16,19,Geothlypis trichas,Common Yellowthroat,0.1009,s2llg006_180425_2018-04-26_08-00.wav,COYE
17,20,Geothlypis trichas,Common Yellowthroat,0.1333,s2llg006_180425_2018-04-26_08-00.wav,COYE
18,21,Geothlypis trichas,Common Yellowthroat,0.1598,s2llg006_180425_2018-04-26_08-00.wav,COYE
19,22,Geothlypis trichas,Common Yellowthroat,0.1657,s2llg006_180425_2018-04-26_08-00.wav,COYE
26,29,Geothlypis trichas,Common Yellowthroat,0.1621,s2llg006_180425_2018-04-26_08-00.wav,COYE
27,30,Geothlypis trichas,Common Yellowthroat,0.137,s2llg006_180425_2018-04-26_08-00.wav,COYE
29,32,Geothlypis trichas,Common Yellowthroat,0.1452,s2llg006_180425_2018-04-26_08-00.wav,COYE
3,6,Geothlypis trichas,Common Yellowthroat,0.1137,s2llg006_180425_2018-04-26_08-00.wav,COYE
31,34,Euphagus cyanocephalus,Brewer's Blackbird,0.2461,s2llg006_180425_2018-04-26_08-00.wav,NA
32,35,Podilymbus podiceps,Pied-billed Grebe,0.3249,s2llg006_180425_2018-04-26_08-00.wav,NA
33,36,Podilymbus podiceps,Pied-billed Grebe,0.2641,s2llg006_180425_2018-04-26_08-00.wav,NA
34,37,Podilymbus podiceps,Pied-billed Grebe,0.1872,s2llg006_180425_2018-04-26_08-00.wav,NA
35,38,Podilymbus podiceps,Pied-billed Grebe,0.1752,s2llg006_180425_2018-04-26_08-00.wav,NA
36,39,Euphagus cyanocephalus,Brewer's Blackbird,0.2205,s2llg006_180425_2018-04-26_08-00.wav,NA
44,47,Geothlypis trichas,Common Yellowthroat,0.1164,s2llg006_180425_2018-04-26_08-00.wav,COYE
45,48,Geothlypis trichas,Common Yellowthroat,0.2557,s2llg006_180425_2018-04-26_08-00.wav,COYE
46,49,Geothlypis trichas,Common Yellowthroat,0.4086,s2llg006_180425_2018-04-26_08-00.wav,COYE
47,50,Geothlypis trichas,Common Yellowthroat,0.2072,s2llg006_180425_2018-04-26_08-00.wav,COYE
53,56,Geothlypis trichas,Common Yellowthroat,0.1843,s2llg006_180425_2018-04-26_08-00.wav,COYE
54,57,Geothlypis trichas,Common Yellowthroat,0.2501,s2llg006_180425_2018-04-26_08-00.wav,COYE
55,58,Geothlypis trichas,Common Yellowthroat,0.1743,s2llg006_180425_2018-04-26_08-00.wav,COYE
